ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L
425164403;Only Love (Magical Love);Erich Segal;1998;Berkley Publishing Group;http://images.amazon.com/images/P/0425164403.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg
425168948;Dove in the Window (Benni Harper Mystery);Earlene Fowler;1999;Berkley Publishing Group;http://images.amazon.com/images/P/0425168948.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425168948.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425168948.01.LZZZZZZZ.jpg
425176428;What If?: The World's Foremost Military Historians Imagine What Might Have Been;Robert Cowley;2000;Berkley Publishing Group;http://images.amazon.com/images/P/0425176428.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425176428.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425176428.01.LZZZZZZZ.jpg
425177009;Lavender Lies: A China Bayles Mystery (Prime Crime Mysteries);Susan Wittig Albert;2000;Berkley Publishing Group;http://images.amazon.com/images/P/0425177009.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425177009.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425177009.01.LZZZZZZZ.jpg
425178242;Kick Ass: Selected Columns of Carl Hiaasen;Carl Hiaasen;2001;Berkley Publishing Group;http://images.amazon.com/images/P/0425178242.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425178242.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425178242.01.LZZZZZZZ.jpg
425181111;Strangers;Dean R. Koontz;2002;Berkley Publishing Group;http://images.amazon.com/images/P/0425181111.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425181111.01.LZZZZZZZ.jpg
425182878;Chosen Prey;John Sandford;2004;Berkley Publishing Group;http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
425182908;Isle of Dogs;Patricia Cornwell;2002;Berkley Publishing Group;http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
425184226;The Sum of All Fears;Tom Clancy;2002;Berkley Publishing Group;http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg
425188787;Hunting Season (Anna Pigeon Novels (Paperback));Nevada Barr;2003;Berkley Publishing Group;http://images.amazon.com/images/P/0425188787.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425188787.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425188787.01.LZZZZZZZ.jpg
435272683;Great Expectations (Heinemann Guided Readers);John Milne;1995;Delta Systems;http://images.amazon.com/images/P/0435272683.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg
439061644;The First Journey (Animorphs. Alternamorphs, 1);K. A. Applegate;1999;Apple Signature (Scholastic);http://images.amazon.com/images/P/0439061644.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439061644.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439061644.01.LZZZZZZZ.jpg
439064864;Harry Potter and the Chamber of Secrets (Book 2);J. K. Rowling;1999;Scholastic;http://images.amazon.com/images/P/0439064864.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439064864.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg
439064872;Harry Potter and the Chamber of Secrets (Book 2);J. K. Rowling;2000;Scholastic;http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg
439070333;The Illusion (Animorphs, 33);K. A. Applegate;1999;Apple Signature (Scholastic);http://images.amazon.com/images/P/0439070333.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439070333.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439070333.01.LZZZZZZZ.jpg
439080967;Bad, Badder, Baddest (Bad Girls);Cynthia Voigt;1999;Scholastic;http://images.amazon.com/images/P/0439080967.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439080967.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439080967.01.LZZZZZZZ.jpg
439095026;Tell Me This Isn't Happening;Robynn Clairday;1999;Scholastic;http://images.amazon.com/images/P/0439095026.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439095026.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439095026.01.LZZZZZZZ.jpg
439099404;Adventures of Tom Sawyer;Mark Twain;1999;Scholastic;http://images.amazon.com/images/P/0439099404.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439099404.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439099404.01.LZZZZZZZ.jpg
439136350;Harry Potter and the Prisoner of Azkaban (Book 3);J. K. Rowling;1999;Scholastic;http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
439136369;Harry Potter and the Prisoner of Azkaban (Book 3);J. K. Rowling;2001;Scholastic;http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg
439139597;Harry Potter and the Goblet of Fire (Book 4);J. K. Rowling;2000;Scholastic;http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
439163099;The Mozart Season;Virginia Euwer Wolff;2000;Scholastic;http://images.amazon.com/images/P/0439163099.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439163099.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439163099.01.LZZZZZZZ.jpg
439319552;Horus's Horrible Day (First Graders from Mars);Shana Corey;2001;Scholastic;http://images.amazon.com/images/P/0439319552.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439319552.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439319552.01.LZZZZZZZ.jpg
439510112;Born Confused;Tanuja Desai Hidier;2003;Push;http://images.amazon.com/images/P/0439510112.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439510112.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg
439569842;How Do Dinosaurs Learn to Read;Jane Yolen;2003;Scholastic, Inc.;http://images.amazon.com/images/P/0439569842.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439569842.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439569842.01.LZZZZZZZ.jpg
440211263;Circle of Friends;Maeve Binchy;1991;Dell;http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
440222303;The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5);Neal Barrett Jr.;1996;Dell;http://images.amazon.com/images/P/0440222303.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440222303.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440222303.01.LZZZZZZZ.jpg
440223571;This Year It Will Be Different: And Other Stories;Maeve Binchy;1997;Dell;http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg
440224675;Hannibal;Thomas Harris;2000;Dell Publishing Company;http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg
440224764;The Partner;John Grisham;1998;Dell Publishing Company;http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg
440225078;Ghost Moon;Karen Robards;2001;Dell Publishing Company;http://images.amazon.com/images/P/0440225078.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440225078.01.LZZZZZZZ.jpg
440225701;The Street Lawyer;JOHN GRISHAM;1999;Dell;http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg
440226104;Black and Blue;ANNA QUINDLEN;1999;Dell;http://images.amazon.com/images/P/0440226104.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg
440226430;Summer Sisters;Judy Blume;1999;Dell Publishing Company;http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg
440234743;The Testament;John Grisham;1999;Dell;http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg
440234964;All or Nothing (Wheeler Large Print Books);Elizabeth Adler;2000;Island;http://images.amazon.com/images/P/0440234964.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg
440235057;Be Cool;Elmore Leonard;2000;Dell Publishing Company;http://images.amazon.com/images/P/0440235057.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440235057.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440235057.01.LZZZZZZZ.jpg
440235502;October Sky: A Memoir;Homer Hickam;1999;Dell;http://images.amazon.com/images/P/0440235502.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440235502.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg
440236061;Unfit to Practice;Perri O'Shaughnessy;2003;Dell Publishing Company;http://images.amazon.com/images/P/0440236061.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440236061.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440236061.01.LZZZZZZZ.jpg
440241006;Persuader;LEE CHILD;2004;Dell;http://images.amazon.com/images/P/0440241006.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440241006.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440241006.01.LZZZZZZZ.jpg
440241413;Confessions of a Shopaholic;SOPHIE KINSELLA;2003;Dell;http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
440403278;Number the Stars (Yearling Newbery);Lois Lowry;1990;Yearling Books;http://images.amazon.com/images/P/0440403278.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440403278.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440403278.01.LZZZZZZZ.jpg
440403553;Black Beauty;Anna Sewell;1990;Yearling Books;http://images.amazon.com/images/P/0440403553.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440403553.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440403553.01.LZZZZZZZ.jpg
440419468;Holes;LOUIS SACHAR;2003;Yearling;http://images.amazon.com/images/P/0440419468.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440419468.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440419468.01.LZZZZZZZ.jpg
440441501;In the Dinosaur's Paw (Kids of the Polk Street School);PATRICIA REILLY GIFF;1987;Yearling;http://images.amazon.com/images/P/0440441501.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440441501.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440441501.01.LZZZZZZZ.jpg
440508827;The How to Think Like Leonardo da Vinci Workbook : Your Personal Companion to How to Think Like Leonardo da Vinci;MICHAEL J. GELB;1999;Dell;http://images.amazon.com/images/P/0440508827.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440508827.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440508827.01.LZZZZZZZ.jpg
440949424;Locked in Time (Laurel Leaf Books);LOIS DUNCAN;1986;Laure Leaf;http://images.amazon.com/images/P/0440949424.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg
440967694;The Outsiders;S. E. Hinton;1993;Learning Curve;http://images.amazon.com/images/P/0440967694.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440967694.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440967694.01.LZZZZZZZ.jpg
441003257;Good Omens;Neil Gaiman;1996;Ace Books;http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
441008615;Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch;Neil Gaiman;2001;Ace Books;http://images.amazon.com/images/P/0441008615.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441008615.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441008615.01.LZZZZZZZ.jpg
441172695;Dune Messiah (Dune Chronicles, Book 2);Frank Herbert;1994;ACE Charter;http://images.amazon.com/images/P/0441172695.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441172695.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441172695.01.LZZZZZZZ.jpg
441569595;Neuromancer (Remembering Tomorrow);William Gibson;1995;Ace Books;http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
441783589;Starship Troopers;Robert A. Heinlein;1987;Ace Books;http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg
445402040;The Hunted;Elmore Leonard;1986;Warner Books (Mm);http://images.amazon.com/images/P/0445402040.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0445402040.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0445402040.01.LZZZZZZZ.jpg
446310786;To Kill a Mockingbird;Harper Lee;1988;"Little Brown &amp; Company";http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg
446325805;If Love Were Oil, I'd Be About a Quart Low;Lewis Grizzard;1994;Warner Books (Mm);http://images.amazon.com/images/P/0446325805.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg
446329142;Bloodline;Sidney Sheldon;1982;Not Avail;http://images.amazon.com/images/P/0446329142.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446329142.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446329142.01.LZZZZZZZ.jpg
446341932;Stranger In the Mirror;Sidney Sheldon;1982;Warner Books> C/o Little Br;http://images.amazon.com/images/P/0446341932.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446341932.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446341932.01.LZZZZZZZ.jpg
446350109;Windmills of the Gods;Sidney Sheldon;1987;Warner Books;http://images.amazon.com/images/P/0446350109.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446350109.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446350109.01.LZZZZZZZ.jpg
446353205;The Charm School;Nelson DeMille;1989;Warner Books;http://images.amazon.com/images/P/0446353205.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446353205.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446353205.01.LZZZZZZZ.jpg
446354678;Memories of Midnight;Sidney Sheldon;1991;Warner Books;http://images.amazon.com/images/P/0446354678.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446354678.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446354678.01.LZZZZZZZ.jpg
446356832;The Sands of Time;Sidney Sheldon;1989;Warner Books;http://images.amazon.com/images/P/0446356832.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446356832.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446356832.01.LZZZZZZZ.jpg
446358592;By the Rivers of Babylon;Nelson DeMille;1990;Warner Books;http://images.amazon.com/images/P/0446358592.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446358592.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446358592.01.LZZZZZZZ.jpg
446360589;The Burden of Proof;Scott Turow;1991;Warner Books;http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
446360856;The Gold Coast;Nelson DeMille;1991;Warner Books;http://images.amazon.com/images/P/0446360856.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446360856.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446360856.01.LZZZZZZZ.jpg
446363499;A Coral Kiss;Jayne Ann Krentz;1992;Warner Books;http://images.amazon.com/images/P/0446363499.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446363499.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446363499.01.LZZZZZZZ.jpg
446364762;The Stars Shine Down;Sidney Sheldon;1993;Warner Books;http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
446364800;The General's Daughter;Nelson DeMille;1993;Warner Books;http://images.amazon.com/images/P/0446364800.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446364800.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446364800.01.LZZZZZZZ.jpg
446394521;Daisy Fay and the Miracle Man;Fannie Flagg;1992;Warner Books;http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
446527165;Wish You Well;David Baldacci;2000;Warner Books;http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg
446527785;A Bend in the Road;Nicholas Sparks;2001;Warner Books;http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
446529540;Futureland: Nine Stories of an Imminent World;Walter Mosley;2001;Aspect;http://images.amazon.com/images/P/0446529540.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446529540.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446529540.01.LZZZZZZZ.jpg
446600466;Black Market;James Patterson;1994;Warner Books;http://images.amazon.com/images/P/0446600466.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446600466.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446600466.01.LZZZZZZZ.jpg
446600474;Season of the Machete;James Patterson;1995;Warner Books;http://images.amazon.com/images/P/0446600474.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446600474.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446600474.01.LZZZZZZZ.jpg
446601640;Slow Waltz in Cedar Bend;Robert James Waller;1994;Warner Books;http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg
446605239;The Notebook;Nicholas Sparks;1998;Warner Books;http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
446605484;Roses Are Red (Alex Cross Novels);James Patterson;2001;Warner Vision;http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg
446606197;Killer Market (Deborah Knott Mysteries (Paperback));Margaret Maron;1999;Warner Books;http://images.amazon.com/images/P/0446606197.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446606197.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446606197.01.LZZZZZZZ.jpg
446606383;The Midnight Club;James Patterson;1999;Warner Vision;http://images.amazon.com/images/P/0446606383.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446606383.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446606383.01.LZZZZZZZ.jpg
446608653;The Alibi;Sandra Brown;2000;Warner Books;http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg
446610178;The Sky Is Falling;Sidney Sheldon;2001;Warner Books;http://images.amazon.com/images/P/0446610178.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446610178.01.LZZZZZZZ.jpg
